@relation 'RBF drift, 50/50 centriod drifted, speed 1.0E-4 generators.RandomRBFGeneratorDrift -s 1.0E-4 -r 60 -i 60'

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute class {class1,class2}

@data

0.6610025716639689,0.5309538136253679,0.29545382015488797,0.6244591510643536,0.5436834434514897,0.7391298889076189,0.7702462431775907,0.6154402264266132,0.33647448222300624,-0.004591785989769809,class2
0.49682562296860666,0.3537436405046016,0.09434123377833278,0.5905066733038749,0.9948373927718637,0.4777842508533057,0.4235067091077691,0.277054178786505,-0.046164737780609255,0.57213236219617,class1
0.7385912894008607,0.904751709020385,0.5111381207837278,0.1481377556789581,0.5016361217978332,0.6671960433874305,0.8066224603459013,0.5723270179871347,0.11013127951014806,0.5037167710488012,class1
0.2024783375776283,0.6729404727423395,0.7227565948550937,0.06332149724478425,0.9327386134603759,0.7469373819567325,0.7666795143304748,0.4479379573501897,0.8911332578672045,0.059236901677354646,class1
0.6247319755917762,0.7937826521106239,0.6800995256972084,0.1584179767811736,0.36224330004114347,0.6797654282347465,0.7627218450866186,0.6273107317580275,0.22570956896746497,0.6596054175185491,class1
0.6943810557559388,0.9050659710846561,0.6956061407548745,0.4634095313404381,1.021279958812756,0.07810786263965931,0.6339991994730628,0.7676222014670825,0.7263882904136166,0.7867303269749926,class2
0.41182940359468667,0.27288366451481927,0.9216440213354,0.11255555237931639,0.32370820243645665,0.5397546753684019,0.17754164929122268,0.1977790376140552,0.03444394391710363,0.8352717521150725,class1
0.11336080161755491,0.28484543391999984,0.16522373150480132,0.5374313971933485,1.032619941380256,0.6267294530025634,0.4350878204835278,1.054460557053318,0.2862369377283924,0.3328011534944423,class2
0.19317588413381148,0.6803615145187233,0.72705002985069,0.06581923855896482,0.9266675750321203,0.7514845216974512,0.7738667138851306,0.44883207173205203,0.88431753570338,0.05755668733290756,class1
0.7208926661002782,0.860656104256451,0.47785710748356025,0.07737620529694995,0.4329117308731205,0.5572947828777958,0.7940570784978784,0.5321350135148681,0.1962599940578525,0.5820848677689139,class1
0.9631415101563108,0.41791465166230496,0.3331247812634362,1.007088555555958,0.23328451527809801,0.4560016814476248,0.8017948067672722,0.21492806329032368,0.04473297639379868,0.426071984670635,class2
0.7521159742035799,0.9155041810999875,0.4829325374172088,0.10691825102485493,0.4334525379578113,0.6166339734293549,0.7886996076479771,0.6074117124378159,0.07918548131414892,0.5160564441723985,class1
0.48166300853109956,0.703322107198315,0.11763941164964789,0.4563318953962695,0.7809506642224389,1.0985652004539719,0.43598777253628734,1.041328319028882,0.5244593969244835,0.10107324990554523,class2
0.1957284628351935,0.679269173336851,0.7254838973598381,0.06747911311673065,0.9299723798355861,0.7526075410984655,0.7738627041541174,0.4466985357376835,0.885630799699434,0.058747347432668025,class1
0.4691776539469279,0.8961542421934909,0.39699508603683403,0.145606521764845,0.36651407874302905,0.02626570235948328,0.3339575299872544,0.8658627309474305,0.6911677020914779,1.0916087238991214,class2
-0.4482417980135571,0.9229900890024971,0.842656099999491,0.018668955907335832,1.2490275317552273,1.13160011008882,-0.5526096493429599,0.11372773129493507,0.5639230418744976,0.6810745120088766,class2
0.0963138438434818,0.8149017614857678,0.1025109325908703,0.776651477383438,1.373503604782346,0.6080245315527195,0.7665760852051371,0.30570216814111545,0.8054759178874095,1.273360140611431,class1
0.1559352254173353,0.7883894328458397,0.967215217343437,0.4280159472064663,0.5896041528456291,0.8264569109155684,0.03546315126293828,0.12596207626883402,0.6248419207950348,0.6390821440510199,class2
0.6774601082929139,0.3819741225172197,0.28634483645893904,0.4584681984169553,0.1609441934964907,0.6990482587377662,0.11883740173510339,0.7187950388640888,0.22777698474233818,0.5214525088321398,class2
0.2737831039000733,0.3774903026954392,0.35388903180055153,0.30735834418911523,0.6993863173233128,1.1765481617739653,0.700512985981696,0.4767115279830719,0.14922526015776535,0.8994771484676204,class1
0.8739474457254867,0.6635508169490407,0.25210804365122247,0.8904046524800338,0.3352224639774902,0.7509870747359776,0.8292173374010775,0.7073692524971004,0.40492631944619073,0.018121462570609564,class2
0.9560970746813785,0.424718615924503,0.3543678057833956,0.9929873638222346,0.21007758794683792,0.4450495235939974,0.7912744172811412,0.21032272215282383,0.0291761424380198,0.41797223476832535,class2
-0.0020186697738497853,0.9561919550170993,0.7064143742624692,0.33945077646230204,0.41221500052140275,0.9399004209586873,0.13631314061547478,0.9036683521196331,0.2037281982599592,0.4278169161813153,class2
0.736840752338977,0.7175221805120414,0.8761802400045247,-0.060944181514242565,0.5008184475379053,0.9437261333252843,0.4060723924951208,0.7318462439330238,0.4591900717892219,0.28317361035063193,class1
0.08279119826588655,0.049597385210255175,0.023833313921310415,0.8852355836845325,0.4349321542623306,0.43705597495879345,0.7469488590914907,0.12547408310070046,0.8465960554068486,0.7574935667982289,class2
0.9720474908773822,0.8933043863289476,1.123459034472344,-0.09951309957036902,0.330743460380291,1.04545215133343,0.8017575724918351,0.7082547260479827,1.2748104948502537,-0.5531173501905557,class2
0.18913136028500732,0.7599240529198753,0.5695434114885136,0.15228542445261675,1.121502573337407,1.0714015836200306,0.8059187307599033,0.42942476708563804,0.42862586420144627,0.3977641274714262,class2
0.2702159089583361,0.6182565515608378,0.17828261674149565,0.5968900332788128,0.02418063265644189,0.7676487585271918,0.5439408429977719,0.911264838078554,0.05064869649806188,0.8086824232995368,class1
0.8680725424909619,0.32408536800720117,0.3610651070518285,0.08707774184513525,0.8072336373133653,0.45962184285472474,0.6350679887034171,0.007377194183960101,0.984426802376258,0.8227347233457578,class2
0.1441085153017846,0.958383946315844,0.9016496173783456,0.0774185937744857,0.5983666059132209,0.8497559412329738,0.07162078626408849,0.14306890331595884,0.47621748375217104,0.3387849312705385,class2
0.21541404165900024,0.5937827826267887,0.29696219737489793,0.5491622708585755,0.15798896185291714,0.8189957351389879,0.6426638749042842,0.7744181017217414,0.8756634566233943,0.6437165835313892,class2
0.9653263867528656,1.0243651878049866,0.305319808902633,0.3585039370145645,0.6871082383874858,0.5450760173115581,0.6838774765287117,0.8808019324101031,1.1036943889697686,0.5708911165294076,class2
0.4892733472168668,0.7015829521267325,0.24660229341659412,0.3601415738493524,0.9275835807154486,0.9576533802231741,0.647889241327382,0.29172678247273925,0.21991193550626725,0.49918052610724706,class2
