@relation 'AGR_abrupt drift 4*2500 drifted function:1,3,5,7 generators.AgrawalGenerator -i 10 -p 0.1 -b'

@attribute salary numeric
@attribute commission numeric
@attribute age numeric
@attribute elevel {level0,level1,level2,level3,level4}
@attribute car {car1,car2,car3,car4,car5,car6,car7,car8,car9,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car20}
@attribute zipcode {zipcode1,zipcode2,zipcode3,zipcode4,zipcode5,zipcode6,zipcode7,zipcode8,zipcode9}
@attribute hvalue numeric
@attribute hyears numeric
@attribute loan numeric
@attribute class {groupA,groupB}

@data

90004.65754097835,0.0,51.0,level4,car15,zipcode6,135000.0,8.0,318701.1176045486,groupB
127459.56329595023,0.0,34.0,level2,car9,zipcode4,135000.0,27.0,309578.36236836796,groupA
71307.2261925414,0.0,55.0,level2,car8,zipcode5,135000.0,6.0,0.0,groupB
43506.30053504465,21698.392747491387,30.0,level0,car17,zipcode6,135000.0,11.0,265716.111142845,groupA
137710.75783253662,0.0,47.0,level3,car19,zipcode1,135000.0,7.0,172949.32026953396,groupB
61037.97807756587,66477.93883582733,66.0,level1,car16,zipcode5,135000.0,24.0,160706.0693227623,groupA
81254.92762057022,57269.99672332913,43.0,level3,car4,zipcode4,135000.0,3.0,157831.2182056579,groupB
35275.78430675817,26553.415307244843,79.0,level3,car13,zipcode5,135000.0,1.0,500000.0,groupA
94376.92796900735,0.0,58.0,level1,car1,zipcode2,135000.0,10.0,290529.20866467984,groupB
85153.60192460529,0.0,77.0,level2,car8,zipcode6,135000.0,11.0,398025.3921408808,groupA
103393.25302208718,0.0,46.0,level4,car17,zipcode8,135000.0,17.0,316906.74471437675,groupB
95307.28043822157,0.0,39.0,level0,car12,zipcode7,135000.0,10.0,164408.63375563678,groupA
138255.51117737728,0.0,44.0,level2,car1,zipcode5,135000.0,15.0,396934.78269721713,groupB
25772.603930177695,58519.802746392066,80.0,level4,car13,zipcode2,135000.0,18.0,413422.6819081129,groupA
102143.36022836152,0.0,60.0,level0,car7,zipcode9,88589.99477284924,12.0,279268.357614474,groupB
80057.7136984289,0.0,31.0,level3,car5,zipcode9,94608.1204360359,11.0,142789.70780277418,groupA
46582.90029424207,13415.47472186244,50.0,level1,car13,zipcode5,135000.0,20.0,306341.0003287411,groupB
119196.25819455968,0.0,68.0,level2,car8,zipcode7,135000.0,16.0,140868.09139936115,groupA
31999.220615395298,59428.514761622195,62.0,level2,car15,zipcode1,135000.0,16.0,259989.03792596632,groupB
83815.072704341,0.0,20.0,level2,car13,zipcode7,135000.0,26.0,239044.1114742144,groupA
29358.390212820716,10691.820982911326,62.0,level4,car10,zipcode4,135000.0,11.0,114872.67464524489,groupB
101945.64049733912,0.0,66.0,level2,car6,zipcode2,135000.0,17.0,105958.01875219577,groupA
60028.502868547046,50052.574790090825,54.0,level4,car14,zipcode3,135000.0,13.0,219985.53626481284,groupB
142249.35212343952,0.0,33.0,level0,car13,zipcode5,135000.0,24.0,295998.16941546445,groupA
115272.51674070396,0.0,54.0,level3,car12,zipcode4,135000.0,28.0,193706.35661340074,groupB
82685.38684329853,0.0,29.0,level2,car10,zipcode3,135000.0,24.0,440883.11633285775,groupA
