@relation 'AGR_abrupt drift 4*2500 drifted function:1,3,5,7 generators.AgrawalGenerator -i 30 -p 0.1 -b'

@attribute salary numeric
@attribute commission numeric
@attribute age numeric
@attribute elevel {level0,level1,level2,level3,level4}
@attribute car {car1,car2,car3,car4,car5,car6,car7,car8,car9,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car20}
@attribute zipcode {zipcode1,zipcode2,zipcode3,zipcode4,zipcode5,zipcode6,zipcode7,zipcode8,zipcode9}
@attribute hvalue numeric
@attribute hyears numeric
@attribute loan numeric
@attribute class {groupA,groupB}

@data

34586.027667718496,75000.0,35.0,level4,car7,zipcode3,135000.0,4.0,124244.8665905928,groupB
146785.0737792321,0.0,23.0,level4,car9,zipcode4,135000.0,22.0,372761.14124259463,groupA
72684.95050343794,0.0,55.0,level1,car5,zipcode2,135000.0,1.0,26198.070299263807,groupB
51002.982893643304,71425.81857180121,63.0,level0,car6,zipcode8,135000.0,24.0,314496.4726987762,groupA
84385.45432788019,37408.997717989,47.0,level1,car9,zipcode3,135000.0,5.0,172425.07562401777,groupB
135632.51054840125,0.0,32.0,level2,car3,zipcode4,135000.0,3.0,77701.69663932377,groupA
39269.43242274019,31115.827342076504,50.0,level1,car8,zipcode3,135000.0,1.0,313790.5600869657,groupB
117860.44145264717,0.0,24.0,level1,car12,zipcode1,135000.0,4.0,430405.7331164413,groupA
90524.51506319226,0.0,57.0,level3,car10,zipcode7,135000.0,23.0,119409.65455106573,groupB
20000.0,45279.62248946182,56.0,level1,car17,zipcode3,135000.0,13.0,491729.0656532282,groupA
95291.15922582876,0.0,39.0,level0,car4,zipcode7,135000.0,7.0,472342.7126919293,groupB
87378.71828506744,0.0,31.0,level0,car20,zipcode9,86657.94229118167,29.0,407935.6688254102,groupA
54188.525456315045,10000.0,59.0,level4,car16,zipcode8,135000.0,16.0,35321.74278992279,groupB
55294.0300247994,65807.02881652735,62.0,level2,car1,zipcode7,135000.0,8.0,29727.30282395689,groupA
70938.84984028323,0.0,51.0,level2,car11,zipcode4,135000.0,13.0,416782.05566040054,groupB
38922.428795112064,41058.00276031534,79.0,level4,car14,zipcode8,135000.0,29.0,272717.04448399023,groupA
58392.91826501681,29031.188779851782,47.0,level0,car18,zipcode3,135000.0,19.0,228832.2455920552,groupB
69960.24985776258,56892.675443707994,35.0,level3,car4,zipcode9,131530.33893437195,24.0,170385.44382058718,groupA
82236.49243711028,37463.38647332908,54.0,level2,car3,zipcode1,135000.0,20.0,86539.06163159665,groupB
87372.88798404025,0.0,77.0,level0,car20,zipcode5,135000.0,1.0,38512.80686041951,groupA
136964.38631448822,0.0,55.0,level2,car13,zipcode2,135000.0,20.0,134907.6032058147,groupB
71062.34971664438,20284.824358828857,63.0,level4,car16,zipcode7,135000.0,8.0,300290.12531777384,groupA
60045.80390217728,48276.3905309497,46.0,level4,car9,zipcode2,135000.0,30.0,303829.87857262493,groupB
31105.456012541264,20993.44888043055,57.0,level1,car7,zipcode6,135000.0,22.0,500000.0,groupA
46627.83491275913,51110.235210110404,53.0,level1,car7,zipcode8,131242.4779210658,28.0,223375.0884832087,groupB
56576.59519798387,31762.950652344924,30.0,level4,car5,zipcode9,114059.69247322372,15.0,153927.90416418386,groupA
90287.9099573731,0.0,60.0,level0,car17,zipcode4,135000.0,25.0,466961.98629553936,groupB
20708.905497252774,18684.49150542007,63.0,level1,car9,zipcode8,135000.0,9.0,374813.44441117754,groupA
57661.493540507174,68878.4520854305,55.0,level4,car8,zipcode5,135000.0,23.0,76649.12484297944,groupB
147029.09625522324,0.0,25.0,level2,car15,zipcode6,135000.0,30.0,379489.71000271704,groupA
54576.8301357684,20579.047241536347,46.0,level3,car6,zipcode9,135000.0,3.0,37029.63953472603,groupB
150000.0,0.0,30.0,level0,car7,zipcode8,135000.0,30.0,346556.37156129454,groupA
95174.15473665913,0.0,52.0,level2,car1,zipcode7,135000.0,14.0,10579.244218898508,groupB
81695.81671169399,0.0,20.0,level3,car11,zipcode3,135000.0,19.0,163086.49389500485,groupA
102293.4005773125,0.0,50.0,level4,car12,zipcode2,135000.0,14.0,189731.29380861277,groupB
103746.79728091235,0.0,80.0,level3,car16,zipcode9,68394.83088600787,10.0,320903.63500985375,groupA
69982.90069096819,10000.0,52.0,level4,car12,zipcode5,135000.0,20.0,188012.61666431287,groupB
78261.54412077571,29185.173104716065,24.0,level0,car9,zipcode8,135000.0,16.0,465452.9514327056,groupA
61929.97971861833,17220.14646764195,52.0,level4,car12,zipcode4,135000.0,1.0,0.0,groupB
35338.76024631722,61859.56661850612,40.0,level4,car20,zipcode9,126740.76322685629,6.0,17948.9729376888,groupA
120149.48159207031,0.0,55.0,level4,car5,zipcode9,55527.7378817638,14.0,495837.89021878113,groupB
41825.711009129765,41801.831273454416,58.0,level4,car2,zipcode2,135000.0,8.0,192168.14152172313,groupA
40885.43344163471,47379.11433540697,56.0,level1,car19,zipcode1,135000.0,15.0,307115.10690886586,groupB
102512.42649987462,0.0,68.0,level2,car3,zipcode8,135000.0,22.0,353411.85019516386,groupA
69531.23299177286,46519.04255277401,53.0,level1,car10,zipcode7,135000.0,24.0,104683.52105342798,groupB
129579.84714424644,0.0,34.0,level2,car16,zipcode1,135000.0,6.0,402089.4942358548,groupA
134196.98715893144,0.0,40.0,level3,car19,zipcode5,135000.0,14.0,223362.9281325445,groupB
62721.24271970685,68574.49322855359,35.0,level3,car14,zipcode8,126531.28052778324,30.0,190970.71940426427,groupA
69157.5968697318,32246.844697612727,47.0,level4,car5,zipcode3,135000.0,20.0,31438.410439292675,groupB
36357.686076331345,67997.66528389549,30.0,level3,car3,zipcode6,135000.0,29.0,0.0,groupA
86521.12237981425,0.0,41.0,level0,car8,zipcode2,135000.0,6.0,34955.69236184945,groupB
81546.78372109687,0.0,56.0,level3,car5,zipcode7,135000.0,11.0,279914.76413496444,groupA
81892.50334632651,55663.74285198851,56.0,level4,car17,zipcode1,135000.0,16.0,128063.68844965255,groupB
122826.00925946426,0.0,64.0,level2,car12,zipcode3,135000.0,16.0,151255.97794697306,groupA
114858.47998943046,0.0,56.0,level1,car19,zipcode1,135000.0,1.0,342013.98191230773,groupB
91230.84290152133,0.0,77.0,level4,car4,zipcode4,135000.0,9.0,302504.0296135904,groupA
90679.86034872891,0.0,64.0,level4,car9,zipcode5,135000.0,10.0,251447.02000565545,groupB
132827.70590723553,0.0,74.0,level4,car16,zipcode8,135000.0,6.0,303144.80345513095,groupA
112483.89553152943,0.0,60.0,level1,car7,zipcode7,135000.0,8.0,71582.24673714922,groupB
145952.16675070606,0.0,77.0,level4,car17,zipcode6,135000.0,11.0,99149.81192971079,groupA
56821.69174842276,16220.438902761278,62.0,level4,car17,zipcode9,123548.9115085675,19.0,359377.2757982452,groupB
