@relation 'AGR_abrupt drift 4*2500 drifted function:1,3,5,7 generators.AgrawalGenerator -i 140 -p 0.1 -b'

@attribute salary numeric
@attribute commission numeric
@attribute age numeric
@attribute elevel {level0,level1,level2,level3,level4}
@attribute car {car1,car2,car3,car4,car5,car6,car7,car8,car9,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car20}
@attribute zipcode {zipcode1,zipcode2,zipcode3,zipcode4,zipcode5,zipcode6,zipcode7,zipcode8,zipcode9}
@attribute hvalue numeric
@attribute hyears numeric
@attribute loan numeric
@attribute class {groupA,groupB}

@data

125669.43413456206,0.0,37.0,level3,car17,zipcode4,135000.0,4.0,455592.3975738703,groupB
101820.24940330206,0.0,43.0,level1,car20,zipcode2,135000.0,17.0,211459.7473717285,groupA
31157.462552502606,34738.78400376,45.0,level4,car1,zipcode5,135000.0,18.0,246780.92004986806,groupB
49382.02895870029,37365.32199949226,78.0,level4,car8,zipcode3,135000.0,26.0,459070.08076946024,groupA
20136.163847471456,69897.51455473807,50.0,level4,car3,zipcode7,135000.0,26.0,447051.89455260284,groupB
130176.41103712299,0.0,71.0,level0,car10,zipcode1,135000.0,30.0,151404.605431942,groupA
108758.28935592389,0.0,50.0,level2,car10,zipcode9,119240.71432749901,30.0,284239.9506239104,groupB
55711.97749104224,51765.02694167897,24.0,level1,car11,zipcode8,135000.0,18.0,74810.16219234355,groupA
111351.61512230731,0.0,63.0,level3,car9,zipcode4,135000.0,6.0,314976.67821967625,groupB
63896.86436979757,18898.524520121973,63.0,level3,car14,zipcode4,135000.0,24.0,166043.2437481515,groupA
148717.320496105,0.0,54.0,level2,car10,zipcode6,135000.0,3.0,421046.0038478389,groupB
109096.69636042905,0.0,70.0,level0,car1,zipcode5,135000.0,21.0,66113.96027182236,groupA
137417.20997276297,0.0,52.0,level4,car2,zipcode8,124350.33778921288,8.0,51672.70242903679,groupB
76563.95477164655,33489.4543130214,26.0,level0,car20,zipcode8,135000.0,17.0,23856.102733241725,groupA
20000.0,36660.53759561313,48.0,level3,car2,zipcode1,135000.0,17.0,0.0,groupB
22607.050698033472,23062.590210987553,36.0,level1,car9,zipcode8,135000.0,18.0,304798.44952958217,groupA
114527.49192201326,0.0,44.0,level1,car11,zipcode7,135000.0,25.0,396816.43809283286,groupB
94878.75047341557,0.0,41.0,level2,car2,zipcode4,135000.0,13.0,89645.51792946747,groupA
38887.01030881199,25471.1115296447,57.0,level1,car14,zipcode3,135000.0,23.0,485806.0254503732,groupB
105525.73374838512,0.0,26.0,level4,car11,zipcode9,132501.62162583962,2.0,258641.50140487356,groupA
77426.32983506955,0.0,41.0,level4,car18,zipcode6,135000.0,22.0,407068.5325335284,groupB
59371.18184222576,17463.54352396337,72.0,level0,car6,zipcode7,135000.0,30.0,398777.1161928894,groupA
35571.1564144752,15555.688560457802,51.0,level4,car7,zipcode2,135000.0,6.0,5666.41279869897,groupB
63988.61427947658,18669.832412718457,72.0,level4,car4,zipcode9,56864.6410800361,7.0,113649.33209738012,groupA
109383.0378589441,0.0,51.0,level1,car15,zipcode7,135000.0,19.0,383875.56147292437,groupB
56398.20469913817,35041.505341370816,73.0,level4,car5,zipcode6,135000.0,8.0,388848.6022187948,groupA
147282.35883490217,0.0,43.0,level4,car7,zipcode4,135000.0,20.0,143290.38933839856,groupB
87793.05071721738,0.0,67.0,level0,car18,zipcode4,135000.0,24.0,234431.8850237689,groupA
71144.6292217733,0.0,39.0,level4,car9,zipcode5,135000.0,7.0,209015.9659834743,groupB
31148.243985167934,25377.299438905127,74.0,level4,car6,zipcode9,89349.27389330923,22.0,257893.4732882149,groupA
65908.12902591513,22649.49434005405,57.0,level4,car10,zipcode3,135000.0,12.0,187712.23979516234,groupB
135472.14615229506,0.0,73.0,level0,car18,zipcode1,135000.0,21.0,305743.884618359,groupA
113804.39285803257,0.0,57.0,level4,car20,zipcode5,135000.0,11.0,189651.67688311022,groupB
85653.48229317335,0.0,36.0,level2,car6,zipcode5,135000.0,30.0,286926.55235745345,groupA
42047.82147384216,35547.9609403087,42.0,level4,car2,zipcode8,104068.99198280595,15.0,433853.1518466398,groupB
57061.15516550794,25268.0853340525,62.0,level0,car1,zipcode1,135000.0,1.0,183466.7199674294,groupA
36152.59690293012,45642.42607573883,45.0,level4,car13,zipcode2,135000.0,9.0,179727.18373099036,groupB
46762.37087224149,75000.0,20.0,level0,car13,zipcode2,135000.0,27.0,31815.562719951686,groupA
69525.65381235462,0.0,44.0,level2,car9,zipcode7,135000.0,6.0,137320.35657816863,groupB
40163.00239831535,65392.397888835054,32.0,level0,car7,zipcode3,135000.0,27.0,247275.93749654054,groupA
22467.95673627014,47717.9926992437,37.0,level2,car9,zipcode8,135000.0,16.0,500000.0,groupB
102448.01732180535,0.0,72.0,level3,car2,zipcode6,135000.0,24.0,163876.5870540146,groupA
52626.98029611378,39457.76611068417,51.0,level1,car6,zipcode4,135000.0,19.0,416965.2815229123,groupB
45404.46467631375,36617.6038866474,38.0,level3,car3,zipcode3,135000.0,4.0,40142.08499339256,groupA
119946.3587897446,0.0,54.0,level0,car18,zipcode4,135000.0,30.0,348431.19837301964,groupB
